time,VIC_price_close,VIC_volume,KDH_price_close,KDN_Volume,DXG_price close,DXG_Volume,,,,,,,,,,,Mã Cổ Phiếu,time,Price open,Price high,Price low,Price close,Volume
2011-02-01,"9,146.183270 ₫",48941420.6,,,,,,,,,,,,,,,DXG,2015-06-01,"3,980.71454261 ₫","4,439.09985348 ₫","3,787.71020099 ₫","4,325.70936746 ₫",123026806.6
2011-03-01,"11,197.663630 ₫",57660486.93,,,,,,,,,,,,,,,DXG,2015-07-01,"4,325.70936746 ₫","5,121.85219583 ₫","4,219.55699035 ₫","4,936.08553588 ₫",158138918.1
2011-04-01,"11,454.098675 ₫",20459148.94,,,,,,,,,,,,,,,DXG,2015-08-03,"4,883.00934732 ₫","5,174.92838439 ₫","3,794.94748188 ₫","4,219.55699035 ₫",149775179.7
2011-05-02,"9,488.096665 ₫",52773088.11,,,,,,,,,,,,,,,DXG,2015-09-01,"4,193.01889607 ₫","4,909.54744160 ₫","4,193.01889607 ₫","4,723.78078165 ₫",113126941.5
2011-06-01,"11,710.533720 ₫",35804899.89,,,,,,,,,,,,,,,DXG,2015-10-01,"4,750.31887593 ₫","5,387.23313862 ₫","4,697.24268737 ₫","5,228.00457295 ₫",133194169.9
2011-07-01,"9,830.010060 ₫",21377839.44,,,,,,,,,,,,,,,DXG,2015-11-02,"5,228.00457295 ₫","5,281.08076150 ₫","4,776.85697020 ₫","4,776.85697020 ₫",99741706.06
2011-08-01,"10,086.445105 ₫",31537600.78,,,,,,,,,,,,,,,DXG,2015-12-01,"4,776.85697020 ₫","5,201.46647867 ₫","4,723.78078165 ₫","5,015.69981871 ₫",69603101.86
2011-09-01,"8,547.834835 ₫",58166967.01,,,,,,,,,,,,,,,DXG,2016-01-01,"4,989.16172444 ₫","5,042.23791299 ₫","4,352.24746174 ₫","4,803.39506448 ₫",67312824.37
2011-10-03,"7,992.225570 ₫",32185380.06,,,,,,,,,,,,,,,DXG,2016-02-01,"4,856.47125304 ₫","4,989.16172444 ₫","4,431.86174458 ₫","4,484.93793314 ₫",50779082.53
2011-11-01,"7,137.442085 ₫",34868859.94,,,,,,,,,,,,,,,DXG,2016-03-01,"4,458.39983886 ₫","4,644.16649881 ₫","4,033.79033039 ₫","4,325.70936746 ₫",121120196.7
2011-12-01,"8,505.095660 ₫",55926126.37,,,,,,,,,,,,,,,DXG,2016-04-01,"4,299.17127318 ₫","4,352.24746174 ₫","3,980.71414184 ₫","4,033.79033039 ₫",38809309.7
2012-01-02,"9,317.122602 ₫",104892196.5,"4,172.58195683 ₫",2773972.845,"1,600.85301468 ₫",10101109.76,,,,,,,,,,,DXG,2016-05-02,"4,060.32842467 ₫","4,139.94270751 ₫","3,715.33319905 ₫","4,060.32842467 ₫",43271610.52
2012-02-01,"8,547.818900 ₫",136026571.6,"4,150.14872094 ₫",32132071.13,"1,984.15584833 ₫",9678388.126,,,,,,,,,,,DXG,2016-06-01,"4,060.32842467 ₫","4,299.17127318 ₫","3,741.87129333 ₫","4,060.32842467 ₫",70378611.96
2012-03-01,"8,205.906144 ₫",152809578.1,"4,217.44842944 ₫",26543212.93,"1,939.06139620 ₫",13915961.38,,,,,,,,,,,DXG,2016-07-01,"4,060.32842467 ₫","4,511.47602742 ₫","4,007.25223612 ₫","4,113.40461323 ₫",65948343.58
2012-04-02,"8,633.297089 ₫",96591424.04,"4,374.48108399 ₫",21232682.5,"2,953.68654831 ₫",31975861.44,,,,,,,,,,,DXG,2016-08-01,"4,033.79033039 ₫","4,139.94270751 ₫","3,821.48557616 ₫","3,954.17604756 ₫",18802537.76
2012-05-01,"8,804.253467 ₫",58686584.95,"3,768.78370334 ₫",17965771.49,"2,795.85596775 ₫",40568858.38,,,,,,,,,,,DXG,2016-09-01,"3,954.17604756 ₫","4,007.25223612 ₫","3,662.25701049 ₫","3,848.02367044 ₫",29165624.01
2012-06-01,"9,154.714042 ₫",78391606.18,"3,768.78370334 ₫",23106137.23,"2,141.98642511 ₫",11023447.63,,,,,,,,,,,DXG,2016-10-03,"3,848.02367044 ₫","5,085.72396369 ₫","3,848.02367044 ₫","4,591.00373607 ₫",48546547.52
2012-07-02,"8,391.821205 ₫",60517279.45,"3,342.55221314 ₫",7151691.47,"2,119.43920093 ₫",11152449.75,,,,,,,,,,,DXG,2016-11-01,"4,591.00373607 ₫","5,699.17705063 ₫","4,432.69326202 ₫","5,402.34491179 ₫",53326442.7
2012-08-01,"7,683.420714 ₫",32843190.8,"2,736.85483167 ₫",8148467.49,"2,119.43920093 ₫",15086567.49,,,,,,,,,,,DXG,2016-12-01,"5,402.34491179 ₫","5,461.71133956 ₫","4,610.79254533 ₫","4,947.20229890 ₫",72515421.49
2012-09-03,"9,045.729351 ₫",94021691.56,"2,804.15454100 ₫",10697420.31,"1,713.58914311 ₫",5664618.901,,,,,,,,,,,DXG,2017-01-02,"4,907.62468039 ₫","5,323.18967477 ₫","4,788.89182863 ₫","5,323.18967477 ₫",55569846.01
2012-10-01,"8,500.805897 ₫",36744124.01,"2,579.82217795 ₫",8832665.483,"2,006.70307250 ₫",7642866.731,,,,,,,,,,,DXG,2017-02-01,"5,342.97848402 ₫","7,005.23845775 ₫","5,303.40086551 ₫","6,530.30703561 ₫",142971707.4
2012-11-01,"8,010.374787 ₫",157853996.2,"2,220.89039624 ₫",8072213.306,"2,096.89197676 ₫",8170026.934,,,,,,,,,,,DXG,2017-03-01,"6,411.57418007 ₫","8,370.66629264 ₫","6,213.68609129 ₫","8,152.98939083 ₫",292118133.1
2012-12-03,"8,718.775278 ₫",80289166.5,"2,220.89017393 ₫",7950639.79,"2,435.10035828 ₫",12339001.06,,,,,,,,,,,DXG,2017-04-03,"8,152.98939083 ₫","9,261.16270539 ₫","7,678.05796868 ₫","8,568.55438520 ₫",213957903
2013-01-01,"9,602.913584 ₫",50764735.15,"2,072.83082944 ₫",49001052.86,"2,863.49764406 ₫",17446779.83,,,,,,,,,,,DXG,2017-05-01,"8,390.45510190 ₫","9,950.79992203 ₫","7,558.13566904 ₫","7,669.94241242 ₫",261387795.7
2013-02-01,"9,675.115942 ₫",28687572,"2,048.15427161 ₫",25301463.99,"2,795.85596775 ₫",21523187.36,,,,,,,,,,,DXG,2017-06-01,"7,781.74915201 ₫","8,206.61476473 ₫","7,423.96758002 ₫","7,737.02645693 ₫",216636512.7
2013-03-01,"9,169.699438 ₫",95781990,"1,974.12459978 ₫",18163553.21,"2,570.38371089 ₫",13594052.15,,,,,,,,,,,DXG,2017-07-03,"7,737.02645693 ₫","8,564.39633672 ₫","7,021.46331673 ₫","8,542.03498729 ₫",217386970.1
2013-04-01,"8,953.092364 ₫",58697424,"2,023.47771461 ₫",13023404.06,"1,758.68359146 ₫",7276549.377,,,,,,,,,,,DXG,2017-08-01,"8,497.31229221 ₫","9,436.48891537 ₫","8,005.36263498 ₫","9,123.43003846 ₫",234677818.5
2013-05-01,"9,819.520658 ₫",97671442,"2,665.06820905 ₫",32419165.36,"2,209.62810519 ₫",10417728.76,,,,,,,,,,,DXG,2017-09-01,"9,123.43003846 ₫","9,749.54778850 ₫","8,631.48038123 ₫","9,391.76621651 ₫",157792300.3
2013-06-03,"9,025.294722 ₫",190968428,"2,393.62607707 ₫",12540896.08,"2,119.43920093 ₫",12203442.03,,,,,,,,,,,DXG,2017-10-02,"9,302.32082635 ₫","9,593.01835004 ₫","8,029.95971404 ₫","8,382.15092977 ₫",195404446.8
2013-07-01,"9,097.497080 ₫",385517178,"2,270.24328959 ₫",9025135.305,"1,826.32526776 ₫",7879660.388,,,,,,,,,,,DXG,2017-11-01,"8,452.58917367 ₫","9,532.64223548 ₫","7,724.72732758 ₫","9,250.88926366 ₫",168437056.3
2013-08-01,"9,025.294722 ₫",72896440,"2,442.97919190 ₫",18715153.38,"1,848.87249572 ₫",7304441.057,,,,,,,,,,,DXG,2017-12-01,"9,274.36867451 ₫","10,283.98349243 ₫","8,569.98624684 ₫","10,119.62759377 ₫",207658545.6
2013-09-02,"9,025.294722 ₫",78030666,"2,467.65574890 ₫",4500686.06,"1,984.15584833 ₫",6214703.432,,,,,,,,,,,DXG,2018-01-02,"10,330.94232169 ₫","15,073.78402480 ₫","10,119.62759377 ₫","14,322.44276408 ₫",248878948.5
2013-10-01,"9,747.318300 ₫",45571410,"2,640.39165205 ₫",3565177.167,"2,232.17532937 ₫",25724176.08,,,,,,,,,,,DXG,2018-02-01,"14,322.44276408 ₫","16,012.96059881 ₫","12,115.37781496 ₫","15,637.28997223 ₫",113948317.4
2013-11-01,"9,963.925373 ₫",51497434,"3,010.54001368 ₫",3715240.127,"2,683.11983932 ₫",78016158.41,,,,,,,,,,,DXG,2018-03-01,"15,496.41348443 ₫","18,407.86086500 ₫","15,261.61934187 ₫","17,093.01366063 ₫",168144301.1
2013-12-02,"10,108.330089 ₫",72181512,"3,306.65870431 ₫",21446070.8,"2,818.40319193 ₫",150878788.7,,,,,,,,,,,DXG,2018-04-02,"17,351.28722160 ₫","18,877.44915390 ₫","14,439.83983725 ₫","15,449.45465516 ₫",164398563.7
2014-01-01,"11,046.960740 ₫",35799088,"3,331.33526131 ₫",777269.9645,"2,863.49764406 ₫",87866615.6,,,,,,,,,,,DXG,2018-05-02,"15,590.33114297 ₫","17,139.97248990 ₫","13,453.70443397 ₫","16,317.01444896 ₫",131036035.1
2014-02-03,"11,046.960740 ₫",53000360,"3,948.24919874 ₫",2227735.394,"3,652.65053931 ₫",203105077.8,,,,,,,,,,,DXG,2018-06-01,"16,396.60964222 ₫","18,094.64041295 ₫","14,061.81732917 ₫","14,406.72982953 ₫",175267615.7
2014-03-03,"10,613.746593 ₫",98563478,"4,022.27887140 ₫",22920005.39,"3,675.19776348 ₫",139831324,,,,,,,,,,,DXG,2018-07-02,"14,274.07117409 ₫","14,433.26156062 ₫","10,426.97020793 ₫","13,796.50002207 ₫",171239245.3
2014-04-01,"9,386.306511 ₫",264016194,"3,898.89608391 ₫",40038484.22,"3,585.00886300 ₫",62326157.03,,,,,,,,,,,DXG,2018-08-01,"13,716.90482881 ₫","15,414.93559953 ₫","13,186.27021083 ₫","15,070.02309917 ₫",131403522.3
2014-05-01,"9,891.723015 ₫",66813630,"4,120.98510106 ₫",4455672.859,"3,246.80047770 ₫",38981739.82,,,,,,,,,,,DXG,2018-09-04,"14,910.83271642 ₫","16,237.41925570 ₫","14,061.81732917 ₫","15,972.10194860 ₫",127459916.7
2014-06-02,"9,241.901795 ₫",41783006,"3,972.92575657 ₫",17846026.28,"3,359.53660614 ₫",67512718,,,,,,,,,,,DXG,2018-10-01,"15,919.03848642 ₫","15,998.63367969 ₫","12,071.93752026 ₫","12,894.42117264 ₫",125944733.3
2014-07-01,"10,685.948951 ₫",181517596,"4,984.66461346 ₫",5573636.405,"3,201.70602935 ₫",84201132.24,,,,,,,,,,,DXG,2018-11-01,"13,000.54809699 ₫","14,008.75386699 ₫","12,576.04040337 ₫","12,867.88944155 ₫",63473421.02
2014-08-01,"12,561.693187 ₫",439959068,"5,256.10674544 ₫",30975094.77,"3,720.29221561 ₫",76185490.6,,,,,,,,,,,DXG,2018-12-03,"13,186.27021083 ₫","14,061.81732917 ₫","12,071.93752026 ₫","12,629.10386554 ₫",79991583.48
2014-09-01,"10,307.030307 ₫",281790378,"5,108.04740095 ₫",25262013.16,"3,472.27273457 ₫",170681061.9,,,,,,,,,,,DXG,2019-01-02,"12,549.50867228 ₫","12,629.10386554 ₫","11,461.70770901 ₫","12,284.19136518 ₫",37991938.3
2014-10-01,"10,307.030307 ₫",220378624,"4,910.63494080 ₫",17363517.1,"3,224.25325353 ₫",150621032.9,,,,,,,,,,,DXG,2019-02-01,"12,257.65963409 ₫","13,451.58752171 ₫","12,231.12790300 ₫","13,000.54809699 ₫",44179534.63
2014-11-03,"10,371.449247 ₫",112025904,"4,713.22248066 ₫",11737078.72,"3,404.63105827 ₫",65046477.53,,,,,,,,,,,DXG,2019-03-01,"13,000.54809699 ₫","13,902.62694264 ₫","11,408.64424684 ₫","11,833.15194046 ₫",65350797.22
2014-12-01,"10,242.611368 ₫",327203132,"4,984.66461346 ₫",52718991.29,"3,156.61157723 ₫",84302813.93,,,,,,,,,,,DXG,2019-04-01,"11,939.27886482 ₫","12,469.91347901 ₫","11,143.32693974 ₫","11,302.51732627 ₫",31236832.83
2015-01-01,"10,307.030307 ₫",47525298,"5,354.81297592 ₫",7649323.23,"3,720.29221561 ₫",147263525.3,,,,,,,,,,,DXG,2019-05-02,"11,302.51732627 ₫","11,435.17597793 ₫","9,498.35963119 ₫","9,710.61347611 ₫",56026846.14
2015-02-02,"10,629.125004 ₫",50403672,"5,453.51920558 ₫",5901283.77,"4,193.78395352 ₫",79696837.03,,,,,,,,,,,DXG,2019-06-03,"9,684.08174502 ₫","10,267.77982518 ₫","9,365.70097575 ₫","9,896.33559373 ₫",29492503.36
2015-03-02,"10,092.300509 ₫",150469276,"5,404.16609075 ₫",20496182.27,"4,101.34225281 ₫",118735228.4,,,,,,,,,,,DXG,2019-07-01,"10,055.52597648 ₫","10,320.84328357 ₫","9,206.51058922 ₫","9,206.51058922 ₫",32385581.11
2015-04-01,"10,435.868186 ₫",110232384,"5,058.69428612 ₫",47932336.3,"3,570.58031430 ₫",94703723.39,,,,,,,,,,,DXG,2019-08-01,"9,233.04232031 ₫","10,532.40161535 ₫","7,614.60674285 ₫","10,464.88622041 ₫",71185706.91
2015-05-01,"10,199.665408 ₫",139694256,"5,305.45986109 ₫",24989325.19,"3,932.46345626 ₫",144072770,,,,,,,,,,,DXG,2019-09-03,"10,431.12852293 ₫","11,983.98260676 ₫","9,789.73227009 ₫","11,781.43642192 ₫",68769015.89
2015-06-01,"11,750.652230 ₫",263674670,"5,354.81297592 ₫",17570424.64,"4,325.70936746 ₫",123026806.6,,,,,,,,,,,DXG,2019-10-01,"11,882.70951434 ₫","11,916.46721181 ₫","10,329.85543051 ₫","10,431.12852293 ₫",54942844.78
2015-07-01,"11,642.600255 ₫",121697744,"5,354.81297592 ₫",16771142.36,"4,936.08553588 ₫",158138918.1,,,,,,,,,,,DXG,2019-11-01,"10,397.37082546 ₫","11,140.04016990 ₫","9,317.12450545 ₫","9,553.42838777 ₫",78084612.7
2015-08-03,"11,210.392357 ₫",124367774,"4,811.92871115 ₫",11531647.38,"4,219.55699035 ₫",149775179.7,,,,,,,,,,,DXG,2019-12-02,"9,688.45917767 ₫","10,026.03615324 ₫","9,148.33601808 ₫","9,789.73227009 ₫",51480261.24
2015-09-01,"11,264.418344 ₫",90852948,"5,330.13641809 ₫",12136602.49,"4,723.78078165 ₫",113126941.5,,,,,,,,,,,DXG,2020-01-02,"9,789.73227009 ₫","9,789.73227009 ₫","7,798.02811909 ₫","7,798.02811909 ₫",38525796.6
